Code,Area,Year,,Year_adj,Sex,FSM,Pupils,Attainment8,Progress8
E09000003,Barnet,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,203,49.2,0.46
E09000004,Bexley,2018/19,2018,2018,All,All other Pupils,2765,51,-0.04
E09000004,Bexley,2018/19,2018,2018,Boys,All other Pupils,1407,48.2,-0.3
E09000004,Bexley,2018/19,2018,2018,Girls ,All other Pupils,548,60.1,0.74
E09000004,Bexley,2018/19,2018,2018,All,All Pupils,3115,49.6,-0.09
E09000004,Bexley,2018/19,2018,2018,Boys,All Pupils,1577,46.8,-0.35
E09000004,Bexley,2018/19,2018,2018,Girls ,All Pupils,1538,52.5,0.16
E09000004,Bexley,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,350,38.2,-0.48
E09000004,Bexley,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,170,34.9,-0.75
E09000004,Bexley,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,180,41.4,-0.25
E09000005,Brent,2018/19,2018,2018,All,All other Pupils,2647,51.4,0.54
E09000005,Brent,2018/19,2018,2018,Boys,All other Pupils,1334,48.3,0.25
E09000005,Brent,2018/19,2018,2018,Girls ,All other Pupils,880,51.7,0.58
E09000005,Brent,2018/19,2018,2018,All,All Pupils,3038,50.2,0.47
E09000005,Brent,2018/19,2018,2018,Boys,All Pupils,1525,47.2,0.18
E09000005,Brent,2018/19,2018,2018,Girls ,All Pupils,1513,53.2,0.76
E09000005,Brent,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,391,42.2,0.01
E09000005,Brent,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,191,39.5,-0.3
E09000005,Brent,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,200,44.7,0.31
E09000006,Bromley,2018/19,2018,2018,All,All other Pupils,3005,52.4,0.1
E09000006,Bromley,2018/19,2018,2018,Boys,All other Pupils,1451,49.1,-0.21
E09000006,Bromley,2018/19,2018,2018,Girls ,All other Pupils,454,50.9,0.43
E09000006,Bromley,2018/19,2018,2018,All,All Pupils,3312,50.8,0.03
E09000006,Bromley,2018/19,2018,2018,Boys,All Pupils,1599,47.5,-0.29
E09000006,Bromley,2018/19,2018,2018,Girls ,All Pupils,1713,54,0.33
E09000006,Bromley,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,307,35.6,-0.63
E09000006,Bromley,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,148,31.8,-0.97
E09000006,Bromley,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,159,39.2,-0.31
E09000007,Camden,2018/19,2018,2018,All,All other Pupils,1133,51.6,0.2
E09000007,Camden,2018/19,2018,2018,Boys,All other Pupils,446,46.5,-0.29
E09000007,Camden,2018/19,2018,2018,Girls ,All other Pupils,302,56,0.68
E09000007,Camden,2018/19,2018,2018,All,All Pupils,1571,48.6,0.09
E09000007,Camden,2018/19,2018,2018,Boys,All Pupils,646,42.7,-0.42
E09000007,Camden,2018/19,2018,2018,Girls ,All Pupils,925,52.7,0.45
E09000007,Camden,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,438,40.7,-0.17
E09000007,Camden,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,200,34.2,-0.71
E09000007,Camden,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,238,46.2,0.28
E09000001,City of London,2018/19,2018,2018,All,All other Pupils,0,.,.
E09000001,City of London,2018/19,2018,2018,Boys,All other Pupils,0,.,.
E09000001,City of London,2018/19,2018,2018,Girls ,All other Pupils,0,.,.
E09000001,City of London,2018/19,2018,2018,All,All Pupils,0,.,.
E09000001,City of London,2018/19,2018,2018,Boys,All Pupils,0,.,.
E09000001,City of London,2018/19,2018,2018,Girls ,All Pupils,0,.,.
E09000001,City of London,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,0,.,.
E09000001,City of London,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,0,.,.
E09000001,City of London,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,0,.,.
E09000008,Croydon,2018/19,2018,2018,All,All other Pupils,2932,47.8,0.18
E09000008,Croydon,2018/19,2018,2018,Boys,All other Pupils,1444,44.9,-0.05
E09000008,Croydon,2018/19,2018,2018,Girls ,All other Pupils,808,48.7,0.35
E09000008,Croydon,2018/19,2018,2018,All,All Pupils,3640,45.5,0.07
E09000008,Croydon,2018/19,2018,2018,Boys,All Pupils,1802,42.4,-0.17
E09000008,Croydon,2018/19,2018,2018,Girls ,All Pupils,1838,48.5,0.31
E09000008,Croydon,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,708,35.7,-0.37
E09000008,Croydon,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,358,32.2,-0.65
E09000008,Croydon,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,350,39.3,-0.09
E09000009,Ealing,2018/19,2018,2018,All,All other Pupils,2494,52.3,0.66
E09000009,Ealing,2018/19,2018,2018,Boys,All other Pupils,1285,49,0.4
E09000009,Ealing,2018/19,2018,2018,Girls ,All other Pupils,842,49.3,0.1
E09000009,Ealing,2018/19,2018,2018,All,All Pupils,2956,50.9,0.58
E09000009,Ealing,2018/19,2018,2018,Boys,All Pupils,1507,47.9,0.32
E09000009,Ealing,2018/19,2018,2018,Girls ,All Pupils,1449,54.1,0.84
E09000009,Ealing,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,462,43.8,0.15
E09000009,Ealing,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,222,41.1,-0.12
E09000009,Ealing,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,240,46.2,0.41
E09000010,Enfield,2018/19,2018,2018,All,All other Pupils,2999,48.2,0.19
E09000010,Enfield,2018/19,2018,2018,Boys,All other Pupils,1535,45.6,-0.09
E09000010,Enfield,2018/19,2018,2018,Girls ,All other Pupils,1529,52,0.51
E09000010,Enfield,2018/19,2018,2018,All,All Pupils,3606,46.5,0.12
E09000010,Enfield,2018/19,2018,2018,Boys,All Pupils,1840,43.7,-0.16
E09000010,Enfield,2018/19,2018,2018,Girls ,All Pupils,1766,49.4,0.42
E09000010,Enfield,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,607,37.9,-0.18
E09000010,Enfield,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,305,33.7,-0.51
E09000010,Enfield,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,302,42.1,0.15
E09000011,Greenwich,2018/19,2018,2018,All,All other Pupils,1955,47.2,-0.07
E09000011,Greenwich,2018/19,2018,2018,Boys,All other Pupils,967,44.3,-0.31
E09000011,Greenwich,2018/19,2018,2018,Girls ,All other Pupils,907,54.3,0.55
E09000011,Greenwich,2018/19,2018,2018,All,All Pupils,2364,45.3,-0.18
E09000011,Greenwich,2018/19,2018,2018,Boys,All Pupils,1171,42.7,-0.39
E09000011,Greenwich,2018/19,2018,2018,Girls ,All Pupils,1193,47.8,0.03
E09000011,Greenwich,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,409,36.2,-0.68
E09000011,Greenwich,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,204,35.2,-0.74
E09000011,Greenwich,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,205,37.2,-0.62
E09000012,Hackney,2018/19,2018,2018,All,All other Pupils,1459,52.4,0.44
E09000012,Hackney,2018/19,2018,2018,Boys,All other Pupils,657,49.4,0.1
E09000012,Hackney,2018/19,2018,2018,Girls ,All other Pupils,856,52.7,0.55
E09000012,Hackney,2018/19,2018,2018,All,All Pupils,2230,49.2,0.29
E09000012,Hackney,2018/19,2018,2018,Boys,All Pupils,1049,45.8,-0.04
E09000012,Hackney,2018/19,2018,2018,Girls ,All Pupils,1181,52.3,0.58
E09000012,Hackney,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,771,43.3,0.01
E09000012,Hackney,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,392,39.6,-0.27
E09000012,Hackney,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,379,47,0.3
E09000013,Hammersmith and Fulham,2018/19,2018,2018,All,All other Pupils,1059,56.8,0.41
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Boys,All other Pupils,511,53.2,0.04
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Girls ,All other Pupils,729,53.8,0.51
E09000013,Hammersmith and Fulham,2018/19,2018,2018,All,All Pupils,1326,53.9,0.27
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Boys,All Pupils,632,50.4,-0.1
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Girls ,All Pupils,694,57.1,0.59
E09000013,Hammersmith and Fulham,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,267,42.4,-0.26
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,121,38.6,-0.65
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,146,45.6,0.05
E09000014,Haringey,2018/19,2018,2018,All,All other Pupils,1799,48.5,0.35
E09000014,Haringey,2018/19,2018,2018,Boys,All other Pupils,919,45.5,0.14
E09000014,Haringey,2018/19,2018,2018,Girls ,All other Pupils,626,59.3,0.86
E09000014,Haringey,2018/19,2018,2018,All,All Pupils,2336,46.9,0.24
E09000014,Haringey,2018/19,2018,2018,Boys,All Pupils,1212,44.1,0.02
E09000014,Haringey,2018/19,2018,2018,Girls ,All Pupils,1124,49.9,0.47
E09000014,Haringey,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,537,41.5,-0.11
E09000014,Haringey,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,293,39.9,-0.31
E09000014,Haringey,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,244,43.4,0.12
E09000015,Harrow,2018/19,2018,2018,All,All other Pupils,1934,52.3,0.43
E09000015,Harrow,2018/19,2018,2018,Boys,All other Pupils,963,48.7,0.1
E09000015,Harrow,2018/19,2018,2018,Girls ,All other Pupils,936,50.6,0.45
E09000015,Harrow,2018/19,2018,2018,All,All Pupils,2210,50.9,0.39
E09000015,Harrow,2018/19,2018,2018,Boys,All Pupils,1095,47.2,0.04
E09000015,Harrow,2018/19,2018,2018,Girls ,All Pupils,1115,54.7,0.71
E09000015,Harrow,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,276,41.6,0.07
E09000015,Harrow,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,132,36.2,-0.34
E09000015,Harrow,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,144,46.6,0.45
E09000016,Havering,2018/19,2018,2018,All,All other Pupils,2557,49.9,0.02
E09000016,Havering,2018/19,2018,2018,Boys,All other Pupils,1286,47.4,-0.23
E09000016,Havering,2018/19,2018,2018,Girls ,All other Pupils,1615,60.7,0.87
E09000016,Havering,2018/19,2018,2018,All,All Pupils,2829,48.5,-0.05
E09000016,Havering,2018/19,2018,2018,Boys,All Pupils,1408,46,-0.29
E09000016,Havering,2018/19,2018,2018,Girls ,All Pupils,1421,51,0.2
E09000016,Havering,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,272,35.2,-0.65
E09000016,Havering,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,122,31.4,-0.93
E09000016,Havering,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,150,38.3,-0.43
E09000017,Hillingdon,2018/19,2018,2018,All,All other Pupils,2748,49.2,0.17
E09000017,Hillingdon,2018/19,2018,2018,Boys,All other Pupils,1449,45.9,-0.12
E09000017,Hillingdon,2018/19,2018,2018,Girls ,All other Pupils,1358,53.9,0.22
E09000017,Hillingdon,2018/19,2018,2018,All,All Pupils,3203,47.7,0.11
E09000017,Hillingdon,2018/19,2018,2018,Boys,All Pupils,1679,44.2,-0.18
E09000017,Hillingdon,2018/19,2018,2018,Girls ,All Pupils,1524,51.5,0.42
E09000017,Hillingdon,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,455,38.5,-0.2
E09000017,Hillingdon,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,230,33.3,-0.55
E09000017,Hillingdon,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,225,43.9,0.14
E09000018,Hounslow,2018/19,2018,2018,All,All other Pupils,2303,50.5,0.45
E09000018,Hounslow,2018/19,2018,2018,Boys,All other Pupils,1180,47.5,0.2
E09000018,Hounslow,2018/19,2018,2018,Girls ,All other Pupils,1313,54.5,0.83
E09000018,Hounslow,2018/19,2018,2018,All,All Pupils,2731,49.3,0.37
E09000018,Hounslow,2018/19,2018,2018,Boys,All Pupils,1396,46.5,0.12
E09000018,Hounslow,2018/19,2018,2018,Girls ,All Pupils,1335,52.2,0.62
E09000018,Hounslow,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,428,43,-0.05
E09000018,Hounslow,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,216,41.1,-0.31
E09000018,Hounslow,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,212,44.9,0.21
E09000019,Islington,2018/19,2018,2018,All,All other Pupils,974,49.4,0.23
E09000019,Islington,2018/19,2018,2018,Boys,All other Pupils,520,48.1,0.05
E09000019,Islington,2018/19,2018,2018,Girls ,All other Pupils,1554,55.5,0.4
E09000019,Islington,2018/19,2018,2018,All,All Pupils,1465,45.8,0.03
E09000019,Islington,2018/19,2018,2018,Boys,All Pupils,786,44.2,-0.14
E09000019,Islington,2018/19,2018,2018,Girls ,All Pupils,679,47.8,0.22
E09000019,Islington,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,491,38.8,-0.35
E09000019,Islington,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,266,36.4,-0.5
E09000019,Islington,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,225,41.5,-0.18
E09000020,Kensington and Chelsea,2018/19,2018,2018,All,All other Pupils,697,55.4,0.41
E09000020,Kensington and Chelsea,2018/19,2018,2018,Boys,All other Pupils,395,55,0.21
E09000020,Kensington and Chelsea,2018/19,2018,2018,Girls ,All other Pupils,1488,50.7,0.41
E09000020,Kensington and Chelsea,2018/19,2018,2018,All,All Pupils,867,53.6,0.32
E09000020,Kensington and Chelsea,2018/19,2018,2018,Boys,All Pupils,483,53.1,0.13
E09000020,Kensington and Chelsea,2018/19,2018,2018,Girls ,All Pupils,384,54.2,0.56
E09000020,Kensington and Chelsea,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,170,46.2,-0.05
E09000020,Kensington and Chelsea,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,88,44.7,-0.21
E09000020,Kensington and Chelsea,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,82,47.9,0.13
E09000021,Kingston upon Thames,2018/19,2018,2018,All,All other Pupils,1443,58.4,0.53
E09000021,Kingston upon Thames,2018/19,2018,2018,Boys,All other Pupils,698,54.9,0.25
E09000021,Kingston upon Thames,2018/19,2018,2018,Girls ,All other Pupils,1209,55.7,0.94
E09000021,Kingston upon Thames,2018/19,2018,2018,All,All Pupils,1550,56.9,0.46
E09000021,Kingston upon Thames,2018/19,2018,2018,Boys,All Pupils,742,53.8,0.21
E09000021,Kingston upon Thames,2018/19,2018,2018,Girls ,All Pupils,808,59.7,0.69
E09000021,Kingston upon Thames,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,107,36.6,-0.5
E09000021,Kingston upon Thames,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,44,37.4,-0.49
E09000021,Kingston upon Thames,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,63,36,-0.5
E09000022,Lambeth,2018/19,2018,2018,All,All other Pupils,1611,46.1,0.04
E09000022,Lambeth,2018/19,2018,2018,Boys,All other Pupils,803,43.5,-0.28
E09000022,Lambeth,2018/19,2018,2018,Girls ,All other Pupils,1464,50.9,0.48
E09000022,Lambeth,2018/19,2018,2018,All,All Pupils,2189,44.1,-0.04
E09000022,Lambeth,2018/19,2018,2018,Boys,All Pupils,1099,41.3,-0.34
E09000022,Lambeth,2018/19,2018,2018,Girls ,All Pupils,1090,47,0.26
E09000022,Lambeth,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,578,38.7,-0.25
E09000022,Lambeth,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,296,35.4,-0.49
E09000022,Lambeth,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,282,42.1,0.01
E09000023,Lewisham,2018/19,2018,2018,All,All other Pupils,1715,46,-0.15
E09000023,Lewisham,2018/19,2018,2018,Boys,All other Pupils,873,42.9,-0.38
E09000023,Lewisham,2018/19,2018,2018,Girls ,All other Pupils,988,50,0.17
E09000023,Lewisham,2018/19,2018,2018,All,All Pupils,2187,43.7,-0.27
E09000023,Lewisham,2018/19,2018,2018,Boys,All Pupils,1123,40.4,-0.49
E09000023,Lewisham,2018/19,2018,2018,Girls ,All Pupils,1064,47.2,-0.03
E09000023,Lewisham,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,472,35.4,-0.68
E09000023,Lewisham,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,250,31.8,-0.83
E09000023,Lewisham,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,222,39.4,-0.5
E09000024,Merton,2018/19,2018,2018,All,All other Pupils,1208,53.4,0.65
E09000024,Merton,2018/19,2018,2018,Boys,All other Pupils,620,51.2,0.48
E09000024,Merton,2018/19,2018,2018,Girls ,All other Pupils,971,55.9,0.75
E09000024,Merton,2018/19,2018,2018,All,All Pupils,1455,51.1,0.55
E09000024,Merton,2018/19,2018,2018,Boys,All Pupils,742,48.6,0.38
E09000024,Merton,2018/19,2018,2018,Girls ,All Pupils,713,53.7,0.72
E09000024,Merton,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,247,39.7,0.1
E09000024,Merton,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,122,35.3,-0.13
E09000024,Merton,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,125,44,0.31
E09000025,Newham,2018/19,2018,2018,All,All other Pupils,3100,50,0.31
E09000025,Newham,2018/19,2018,2018,Boys,All other Pupils,1571,48.1,0.11
E09000025,Newham,2018/19,2018,2018,Girls ,All other Pupils,1271,52.5,0.28
E09000025,Newham,2018/19,2018,2018,All,All Pupils,3933,48.8,0.23
E09000025,Newham,2018/19,2018,2018,Boys,All Pupils,1970,46.6,0
E09000025,Newham,2018/19,2018,2018,Girls ,All Pupils,1963,51,0.44
E09000025,Newham,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,833,44.2,-0.06
E09000025,Newham,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,399,40.8,-0.39
E09000025,Newham,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,434,47.4,0.24
E09000026,Redbridge,2018/19,2018,2018,All,All other Pupils,3133,55.5,0.56
E09000026,Redbridge,2018/19,2018,2018,Boys,All other Pupils,1596,52.9,0.34
E09000026,Redbridge,2018/19,2018,2018,Girls ,All other Pupils,1299,52.8,0.48
E09000026,Redbridge,2018/19,2018,2018,All,All Pupils,3687,54,0.5
E09000026,Redbridge,2018/19,2018,2018,Boys,All Pupils,1889,51.3,0.26
E09000026,Redbridge,2018/19,2018,2018,Girls ,All Pupils,1798,56.9,0.74
E09000026,Redbridge,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,554,45.8,0.15
E09000026,Redbridge,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,293,42.5,-0.15
E09000026,Redbridge,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,261,49.4,0.48
E09000027,Richmond upon Thames,2018/19,2018,2018,All,All other Pupils,1402,56.2,0.39
E09000027,Richmond upon Thames,2018/19,2018,2018,Boys,All other Pupils,714,53.6,0.13
E09000027,Richmond upon Thames,2018/19,2018,2018,Girls ,All other Pupils,1123,53.6,0.7
E09000027,Richmond upon Thames,2018/19,2018,2018,All,All Pupils,1586,54.1,0.3
E09000027,Richmond upon Thames,2018/19,2018,2018,Boys,All Pupils,804,51.3,0.04
E09000027,Richmond upon Thames,2018/19,2018,2018,Girls ,All Pupils,782,56.9,0.56
E09000027,Richmond upon Thames,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,184,38,-0.36
E09000027,Richmond upon Thames,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,90,33.3,-0.69
E09000027,Richmond upon Thames,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,94,42.4,-0.06
E09000028,Southwark,2018/19,2018,2018,All,All other Pupils,1796,52.3,0.37
E09000028,Southwark,2018/19,2018,2018,Boys,All other Pupils,889,50.3,0.18
E09000028,Southwark,2018/19,2018,2018,Girls ,All other Pupils,745,61.7,0.79
E09000028,Southwark,2018/19,2018,2018,All,All Pupils,2509,49.5,0.25
E09000028,Southwark,2018/19,2018,2018,Boys,All Pupils,1206,47.1,0.04
E09000028,Southwark,2018/19,2018,2018,Girls ,All Pupils,1303,51.7,0.43
E09000028,Southwark,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,713,42.4,-0.06
E09000028,Southwark,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,317,38.2,-0.33
E09000028,Southwark,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,396,45.7,0.15
E09000029,Sutton,2018/19,2018,2018,All,All other Pupils,2510,60.6,0.45
E09000029,Sutton,2018/19,2018,2018,Boys,All other Pupils,1307,59,0.27
E09000029,Sutton,2018/19,2018,2018,Girls ,All other Pupils,588,55.8,0.81
E09000029,Sutton,2018/19,2018,2018,All,All Pupils,2796,58.6,0.38
E09000029,Sutton,2018/19,2018,2018,Boys,All Pupils,1446,56.9,0.19
E09000029,Sutton,2018/19,2018,2018,Girls ,All Pupils,1350,60.4,0.57
E09000029,Sutton,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,286,40.9,-0.26
E09000029,Sutton,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,139,36.9,-0.52
E09000029,Sutton,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,147,44.7,-0.03
E09000030,Tower Hamlets,2018/19,2018,2018,All,All other Pupils,1660,50.5,0.35
E09000030,Tower Hamlets,2018/19,2018,2018,Boys,All other Pupils,804,48.1,0.14
E09000030,Tower Hamlets,2018/19,2018,2018,Girls ,All other Pupils,1537,58.1,0.79
E09000030,Tower Hamlets,2018/19,2018,2018,All,All Pupils,2808,48.4,0.24
E09000030,Tower Hamlets,2018/19,2018,2018,Boys,All Pupils,1375,45.9,0.01
E09000030,Tower Hamlets,2018/19,2018,2018,Girls ,All Pupils,1433,50.7,0.46
E09000030,Tower Hamlets,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,1148,45.2,0.09
E09000030,Tower Hamlets,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,571,42.8,-0.15
E09000030,Tower Hamlets,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,577,47.7,0.34
E09000031,Waltham Forest,2018/19,2018,2018,All,All other Pupils,2135,47.5,0.18
E09000031,Waltham Forest,2018/19,2018,2018,Boys,All other Pupils,1066,43.7,-0.14
E09000031,Waltham Forest,2018/19,2018,2018,Girls ,All other Pupils,688,58.9,0.65
E09000031,Waltham Forest,2018/19,2018,2018,All,All Pupils,2605,46.2,0.11
E09000031,Waltham Forest,2018/19,2018,2018,Boys,All Pupils,1307,41.9,-0.24
E09000031,Waltham Forest,2018/19,2018,2018,Girls ,All Pupils,1298,50.6,0.46
E09000031,Waltham Forest,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,470,40,-0.17
E09000031,Waltham Forest,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,241,33.7,-0.63
E09000031,Waltham Forest,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,229,46.7,0.29
E09000032,Wandsworth,2018/19,2018,2018,All,All other Pupils,1488,51.5,0.35
E09000032,Wandsworth,2018/19,2018,2018,Boys,All other Pupils,759,49.3,0.19
E09000032,Wandsworth,2018/19,2018,2018,Girls ,All other Pupils,1203,62.3,0.65
E09000032,Wandsworth,2018/19,2018,2018,All,All Pupils,1785,49.4,0.26
E09000032,Wandsworth,2018/19,2018,2018,Boys,All Pupils,915,47.1,0.1
E09000032,Wandsworth,2018/19,2018,2018,Girls ,All Pupils,870,51.8,0.44
E09000032,Wandsworth,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,297,39,-0.12
E09000032,Wandsworth,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,156,36.3,-0.32
E09000032,Wandsworth,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,141,41.9,0.1
E09000033,Westminster,2018/19,2018,2018,All,All other Pupils,1222,55.1,0.56
E09000033,Westminster,2018/19,2018,2018,Boys,All other Pupils,596,50.6,0.25
E09000033,Westminster,2018/19,2018,2018,Girls ,All other Pupils,1069,51.4,0.5
E09000033,Westminster,2018/19,2018,2018,All,All Pupils,1655,53.4,0.48
E09000033,Westminster,2018/19,2018,2018,Boys,All Pupils,811,49.4,0.18
E09000033,Westminster,2018/19,2018,2018,Girls ,All Pupils,844,57.2,0.78
E09000033,Westminster,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,433,48.5,0.27
E09000033,Westminster,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,215,45.9,-0.02
E09000033,Westminster,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,218,51.1,0.55
E09000002,Barking and Dagenham,2019/20,2019,2019,All,All other Pupils,2056,51.4,-
E09000002,Barking and Dagenham,2019/20,2019,2019,Boys,All other Pupils,1063,48.5,-
E09000002,Barking and Dagenham,2019/20,2019,2019,Girls,All other Pupils,993,54.6,-
E09000002,Barking and Dagenham,2019/20,2019,2019,All,All Pupils,2525,49.7,-
E09000002,Barking and Dagenham,2019/20,2019,2019,Boys,All Pupils,1294,46.8,-
E09000002,Barking and Dagenham,2019/20,2019,2019,Girls,All Pupils,1231,52.7,-
E09000002,Barking and Dagenham,2019/20,2019,2019,All,Pupils known to be eligible for free school meals,469,42.2,-
E09000002,Barking and Dagenham,2019/20,2019,2019,Boys,Pupils known to be eligible for free school meals,231,39.1,-
E09000002,Barking and Dagenham,2019/20,2019,2019,Girls,Pupils known to be eligible for free school meals,238,45.1,-
E09000003,Barnet,2019/20,2019,2019,All,All other Pupils,3430,62.2,-
E09000003,Barnet,2019/20,2019,2019,Boys,All other Pupils,1755,60,-
E09000003,Barnet,2019/20,2019,2019,Girls,All other Pupils,1675,64.5,-
E09000003,Barnet,2019/20,2019,2019,All,All Pupils,4010,60.1,-
E09000003,Barnet,2019/20,2019,2019,Boys,All Pupils,2048,58.1,-
E09000003,Barnet,2019/20,2019,2019,Girls,All Pupils,1962,62.1,-
E09000003,Barnet,2019/20,2019,2019,All,Pupils known to be eligible for free school meals,580,47.6,-
E09000003,Barnet,2019/20,2019,2019,Boys,Pupils known to be eligible for free school meals,293,46.8,-
E09000003,Barnet,2019/20,2019,2019,Girls,Pupils known to be eligible for free school meals,287,48.4,-
E09000004,Bexley,2019/20,2019,2019,All,All other Pupils,2783,55,-
E09000004,Bexley,2019/20,2019,2019,Boys,All other Pupils,1435,52.8,-
E09000004,Bexley,2019/20,2019,2019,Girls,All other Pupils,1348,57.3,-
E09000004,Bexley,2019/20,2019,2019,All,All Pupils,3150,53.5,-
E09000004,Bexley,2019/20,2019,2019,Boys,All Pupils,1630,51,-
E09000004,Bexley,2019/20,2019,2019,Girls,All Pupils,1520,56.1,-
E09000004,Bexley,2019/20,2019,2019,All,Pupils known to be eligible for free school meals,367,41.6,-
